date,sku,units,price,on_promo
2025-08-17,STICKER-PACK,12,4.99,0
2025-08-17,WIDGET-BLUE,30,19.99,0
2025-08-17,WIDGET-RED,33,19.99,0
2025-08-18,CABLE-USBC,42,9.99,0
2025-08-18,CASE-CLEAR,8,14.99,0
2025-08-18,CHARGER-65W,17,39.99,0
2025-08-18,GADGET-MINI,15,24.99,0
2025-08-18,GADGET-PRO,12,49.99,0
2025-08-18,SCREEN-GUARD,18,12.99,0
2025-08-18,STAND-ALU,4,29.99,0
2025-08-18,STICKER-PACK,2,4.99,0
2025-08-18,WIDGET-BLUE,15,19.99,0
2025-08-18,WIDGET-RED,21,19.99,0
2025-08-19,CABLE-USBC,53,9.99,0
2025-08-19,CASE-CLEAR,3,14.99,0
2025-08-19,CHARGER-65W,10,39.99,0
2025-08-19,GADGET-MINI,8,24.99,0
2025-08-19,GADGET-PRO,30,49.99,0
2025-08-19,SCREEN-GUARD,5,12.99,0
2025-08-19,STAND-ALU,1,29.99,0
2025-08-19,STICKER-PACK,7,4.99,0
2025-08-19,WIDGET-BLUE,16,19.99,0
2025-08-19,WIDGET-RED,23,19.99,0
2025-08-20,CABLE-USBC,32,9.99,0
2025-08-20,CASE-CLEAR,8,14.99,0
2025-08-20,CHARGER-65W,7,39.99,0
2025-08-20,GADGET-MINI,5,24.99,0
2025-08-20,GADGET-PRO,28,49.99,0
2025-08-20,SCREEN-GUARD,11,12.99,0
2025-08-20,STAND-ALU,3,29.99,0
2025-08-20,STICKER-PACK,15,4.99,0
2025-08-20,WIDGET-BLUE,26,19.99,0
2025-08-20,WIDGET-RED,28,19.99,0
2025-08-21,CABLE-USBC,43,9.99,0
2025-08-21,CASE-CLEAR,8,14.99,0
2025-08-21,CHARGER-65W,17,39.99,0
2025-08-21,GADGET-MINI,10,24.99,1
2025-08-21,GADGET-PRO,6,49.99,0
2025-08-21,SCREEN-GUARD,7,12.99,0
2025-08-21,STAND-ALU,8,29.99,0
2025-08-21,STICKER-PACK,4,4.99,0
2025-08-21,WIDGET-BLUE,9,19.99,0
2025-08-21,WIDGET-RED,21,19.99,0
2025-08-22,CABLE-USBC,41,9.99,0
2025-08-22,CASE-CLEAR,5,14.99,0
2025-08-22,CHARGER-65W,17,39.99,0
2025-08-22,GADGET-MINI,18,24.99,0
2025-08-22,GADGET-PRO,15,49.99,0
2025-08-22,SCREEN-GUARD,13,12.99,0
2025-08-22,STAND-ALU,3,29.99,0
2025-08-22,STICKER-PACK,4,4.99,0
2025-08-22,WIDGET-BLUE,24,19.99,0
2025-08-22,WIDGET-RED,14,19.99,0
2025-08-23,CABLE-USBC,39,9.99,0
2025-08-23,CASE-CLEAR,12,14.99,0
2025-08-23,CHARGER-65W,7,39.99,0
2025-08-23,GADGET-MINI,9,24.99,0
2025-08-23,GADGET-PRO,15,49.99,0
2025-08-23,SCREEN-GUARD,14,12.99,0
2025-08-23,STAND-ALU,17,29.99,0
2025-08-23,STICKER-PACK,7,4.99,0
2025-08-23,WIDGET-BLUE,17,19.99,0
2025-08-23,WIDGET-RED,31,19.99,0
2025-08-24,CABLE-USBC,33,9.99,0
2025-08-24,CASE-CLEAR,36,14.99,1
2025-08-24,CHARGER-65W,6,39.99,0
2025-08-24,GADGET-MINI,23,24.99,0
2025-08-24,GADGET-PRO,25,49.99,0
2025-08-24,SCREEN-GUARD,2,12.99,0
2025-08-24,STAND-ALU,8,29.99,0
2025-08-24,STICKER-PACK,9,4.99,0
2025-08-24,WIDGET-BLUE,32,19.99,0
2025-08-24,WIDGET-RED,33,19.99,0
2025-08-25,CABLE-USBC,39,9.99,1
2025-08-25,CASE-CLEAR,6,14.99,0
2025-08-25,CHARGER-65W,2,39.99,0
2025-08-25,GADGET-MINI,11,24.99,0
2025-08-25,GADGET-PRO,18,49.99,0
2025-08-25,SCREEN-GUARD,16,12.99,0
2025-08-25,STAND-ALU,1,29.99,0
2025-08-25,WIDGET-BLUE,16,19.99,0
2025-08-25,WIDGET-RED,26,19.99,0
2025-08-26,CABLE-USBC,26,9.99,0
2025-08-26,CASE-CLEAR,13,14.99,0
2025-08-26,CHARGER-65W,13,39.99,0
2025-08-26,GADGET-MINI,13,24.99,0
2025-08-26,GADGET-PRO,12,49.99,0
2025-08-26,SCREEN-GUARD,14,12.99,0
2025-08-26,STAND-ALU,9,29.99,0
2025-08-26,STICKER-PACK,2,4.99,0
2025-08-26,WIDGET-BLUE,20,19.99,0
2025-08-26,WIDGET-RED,13,19.99,0
2025-08-27,CABLE-USBC,31,9.99,0
2025-08-27,CASE-CLEAR,4,14.99,0
2025-08-27,CHARGER-65W,9,39.99,0
2025-08-27,GADGET-MINI,12,24.99,0
2025-08-27,GADGET-PRO,12,49.99,0
2025-08-27,SCREEN-GUARD,7,12.99,0
2025-08-27,STAND-ALU,3,29.99,0
2025-08-27,STICKER-PACK,5,4.99,0
2025-08-27,WIDGET-BLUE,23,19.99,0
2025-08-27,WIDGET-RED,23,19.99,0
2025-08-28,CABLE-USBC,47,9.99,0
2025-08-28,CASE-CLEAR,8,14.99,0
2025-08-28,CHARGER-65W,18,39.99,0
2025-08-28,GADGET-MINI,16,24.99,0
2025-08-28,GADGET-PRO,29,49.99,0
2025-08-28,SCREEN-GUARD,11,12.99,0
2025-08-28,STAND-ALU,1,29.99,0
2025-08-28,STICKER-PACK,8,4.99,0
2025-08-28,WIDGET-BLUE,19,19.99,0
2025-08-28,WIDGET-RED,34,19.99,0
2025-08-29,CABLE-USBC,37,9.99,0
2025-08-29,CASE-CLEAR,2,14.99,0
2025-08-29,CHARGER-65W,22,39.99,0
2025-08-29,GADGET-MINI,14,24.99,0
2025-08-29,GADGET-PRO,23,49.99,0
2025-08-29,SCREEN-GUARD,7,12.99,0
2025-08-29,STICKER-PACK,4,4.99,0
2025-08-29,WIDGET-BLUE,18,19.99,0
2025-08-29,WIDGET-RED,23,19.99,0
2025-08-30,CABLE-USBC,45,9.99,0
2025-08-30,CASE-CLEAR,12,14.99,0
2025-08-30,CHARGER-65W,14,39.99,0
2025-08-30,GADGET-MINI,9,24.99,0
2025-08-30,GADGET-PRO,29,49.99,0
2025-08-30,SCREEN-GUARD,7,12.99,0
2025-08-30,STAND-ALU,2,29.99,0
2025-08-30,STICKER-PACK,3,4.99,0
2025-08-30,WIDGET-BLUE,14,19.99,0
2025-08-30,WIDGET-RED,20,19.99,0
2025-08-31,CABLE-USBC,41,9.99,0
2025-08-31,CASE-CLEAR,5,14.99,0
2025-08-31,CHARGER-65W,10,39.99,0
2025-08-31,GADGET-MINI,9,24.99,0
2025-08-31,GADGET-PRO,14,49.99,0
2025-08-31,SCREEN-GUARD,8,12.99,0
2025-08-31,STAND-ALU,5,29.99,1
2025-08-31,STICKER-PACK,1,4.99,0
2025-08-31,WIDGET-BLUE,13,19.99,0
2025-08-31,WIDGET-RED,26,19.99,0
2025-09-01,CABLE-USBC,60,9.99,0
2025-09-01,CASE-CLEAR,12,14.99,0
2025-09-01,CHARGER-65W,19,39.99,0
2025-09-01,GADGET-MINI,5,24.99,0
2025-09-01,GADGET-PRO,30,49.99,0
2025-09-01,STICKER-PACK,2,4.99,0
2025-09-01,WIDGET-BLUE,27,19.99,0
2025-09-01,WIDGET-RED,33,19.99,0
2025-09-02,CABLE-USBC,68,9.99,0
2025-09-02,CASE-CLEAR,1,14.99,0
2025-09-02,CHARGER-65W,19,39.99,0
2025-09-02,GADGET-MINI,14,24.99,0
2025-09-02,GADGET-PRO,35,49.99,1
2025-09-02,SCREEN-GUARD,9,12.99,0
2025-09-02,STAND-ALU,7,29.99,0
2025-09-02,STICKER-PACK,1,4.99,1
2025-09-02,WIDGET-BLUE,26,19.99,0
2025-09-02,WIDGET-RED,21,19.99,0
2025-09-03,CABLE-USBC,34,9.99,0
2025-09-03,CASE-CLEAR,6,14.99,0
2025-09-03,CHARGER-65W,25,39.99,0
2025-09-03,GADGET-MINI,10,24.99,0
2025-09-03,GADGET-PRO,7,49.99,0
2025-09-03,SCREEN-GUARD,6,12.99,0
2025-09-03,STAND-ALU,2,29.99,0
2025-09-03,STICKER-PACK,5,4.99,0
2025-09-03,WIDGET-BLUE,14,19.99,0
2025-09-03,WIDGET-RED,23,19.99,0
2025-09-04,CABLE-USBC,41,9.99,0
2025-09-04,CASE-CLEAR,6,14.99,0
2025-09-04,CHARGER-65W,9,39.99,0
2025-09-04,GADGET-MINI,6,24.99,0
2025-09-04,GADGET-PRO,19,49.99,1
2025-09-04,SCREEN-GUARD,6,12.99,0
2025-09-04,STAND-ALU,2,29.99,0
2025-09-04,STICKER-PACK,3,4.99,0
2025-09-04,WIDGET-BLUE,17,19.99,0
2025-09-04,WIDGET-RED,33,19.99,1
2025-09-05,CABLE-USBC,55,9.99,0
2025-09-05,CASE-CLEAR,3,14.99,0
2025-09-05,CHARGER-65W,19,39.99,0
2025-09-05,GADGET-MINI,7,24.99,0
2025-09-05,GADGET-PRO,14,49.99,0
2025-09-05,SCREEN-GUARD,7,12.99,0
2025-09-05,STAND-ALU,3,29.99,0
2025-09-05,STICKER-PACK,4,4.99,0
2025-09-05,WIDGET-BLUE,17,19.99,0
2025-09-05,WIDGET-RED,12,19.99,0
2025-09-06,CABLE-USBC,59,9.99,1
2025-09-06,CASE-CLEAR,19,14.99,0
2025-09-06,CHARGER-65W,19,39.99,0
2025-09-06,GADGET-MINI,10,24.99,0
2025-09-06,GADGET-PRO,14,49.99,0
2025-09-06,SCREEN-GUARD,14,12.99,0
2025-09-06,STAND-ALU,1,29.99,0
2025-09-06,STICKER-PACK,4,4.99,0
2025-09-06,WIDGET-BLUE,16,19.99,0
2025-09-06,WIDGET-RED,10,19.99,0
2025-09-07,CABLE-USBC,28,9.99,0
2025-09-07,CASE-CLEAR,7,14.99,0
2025-09-07,CHARGER-65W,7,39.99,0
2025-09-07,GADGET-MINI,10,24.99,0
2025-09-07,GADGET-PRO,17,49.99,0
2025-09-07,SCREEN-GUARD,4,12.99,0
2025-09-07,STICKER-PACK,8,4.99,0
2025-09-07,WIDGET-BLUE,23,19.99,0
2025-09-07,WIDGET-RED,28,19.99,0
2025-09-08,CABLE-USBC,65,9.99,0
2025-09-08,CASE-CLEAR,11,14.99,0
2025-09-08,CHARGER-65W,12,39.99,0
2025-09-08,GADGET-MINI,20,24.99,1
2025-09-08,GADGET-PRO,13,49.99,0
2025-09-08,SCREEN-GUARD,4,12.99,0
2025-09-08,STAND-ALU,2,29.99,0
2025-09-08,STICKER-PACK,5,4.99,0
2025-09-08,WIDGET-BLUE,17,19.99,0
2025-09-08,WIDGET-RED,12,19.99,0
2025-09-09,CABLE-USBC,37,9.99,0
2025-09-09,CASE-CLEAR,10,14.99,0
2025-09-09,CHARGER-65W,19,39.99,0
2025-09-09,GADGET-MINI,21,24.99,0
2025-09-09,GADGET-PRO,14,49.99,0
2025-09-09,SCREEN-GUARD,1,12.99,0
2025-09-09,STAND-ALU,4,29.99,0
2025-09-09,STICKER-PACK,1,4.99,0
2025-09-09,WIDGET-BLUE,24,19.99,0
2025-09-09,WIDGET-RED,30,19.99,0
2025-09-10,CABLE-USBC,50,9.99,0
2025-09-10,CASE-CLEAR,18,14.99,0
2025-09-10,CHARGER-65W,5,39.99,0
2025-09-10,GADGET-MINI,1,24.99,0
2025-09-10,GADGET-PRO,23,49.99,0
2025-09-10,SCREEN-GUARD,9,12.99,0
2025-09-10,STICKER-PACK,6,4.99,0
2025-09-10,WIDGET-BLUE,18,19.99,0
2025-09-10,WIDGET-RED,28,19.99,0
2025-09-11,CABLE-USBC,27,9.99,0
2025-09-11,CASE-CLEAR,6,14.99,0
2025-09-11,CHARGER-65W,2,39.99,0
2025-09-11,GADGET-MINI,8,24.99,0
2025-09-11,GADGET-PRO,16,49.99,0
2025-09-11,SCREEN-GUARD,7,12.99,0
2025-09-11,STAND-ALU,1,29.99,0
2025-09-11,STICKER-PACK,14,4.99,0
2025-09-11,WIDGET-BLUE,23,19.99,0
2025-09-11,WIDGET-RED,22,19.99,0
2025-09-12,CABLE-USBC,46,9.99,0
2025-09-12,CASE-CLEAR,10,14.99,0
2025-09-12,CHARGER-65W,8,39.99,0
2025-09-12,GADGET-MINI,4,24.99,0
2025-09-12,GADGET-PRO,6,49.99,0
2025-09-12,SCREEN-GUARD,14,12.99,0
2025-09-12,STAND-ALU,8,29.99,0
2025-09-12,STICKER-PACK,3,4.99,0
2025-09-12,WIDGET-BLUE,8,19.99,0
2025-09-12,WIDGET-RED,31,19.99,0
2025-09-13,CABLE-USBC,32,9.99,0
2025-09-13,CASE-CLEAR,15,14.99,0
2025-09-13,CHARGER-65W,14,39.99,0
2025-09-13,GADGET-MINI,41,24.99,1
2025-09-13,GADGET-PRO,20,49.99,0
2025-09-13,SCREEN-GUARD,2,12.99,0
2025-09-13,STAND-ALU,1,29.99,0
2025-09-13,STICKER-PACK,2,4.99,0
2025-09-13,WIDGET-BLUE,12,19.99,0
2025-09-13,WIDGET-RED,28,19.99,0
2025-09-14,CABLE-USBC,49,9.99,0
2025-09-14,CASE-CLEAR,14,14.99,0
2025-09-14,CHARGER-65W,15,39.99,0
2025-09-14,GADGET-MINI,17,24.99,0
2025-09-14,GADGET-PRO,21,49.99,0
2025-09-14,SCREEN-GUARD,7,12.99,0
2025-09-14,STAND-ALU,3,29.99,0
2025-09-14,STICKER-PACK,8,4.99,0
2025-09-14,WIDGET-BLUE,16,19.99,0
2025-09-14,WIDGET-RED,30,19.99,0
2025-09-15,CABLE-USBC,54,9.99,0
2025-09-15,CASE-CLEAR,8,14.99,0
2025-09-15,CHARGER-65W,13,39.99,0
2025-09-15,GADGET-MINI,11,24.99,0
2025-09-15,GADGET-PRO,21,49.99,0
2025-09-15,SCREEN-GUARD,30,12.99,1
2025-09-15,STAND-ALU,2,29.99,0
2025-09-15,STICKER-PACK,13,4.99,0
2025-09-15,WIDGET-BLUE,20,19.99,0
2025-09-15,WIDGET-RED,38,19.99,0
2025-09-16,CABLE-USBC,45,9.99,0
2025-09-16,CASE-CLEAR,10,14.99,0
2025-09-16,CHARGER-65W,8,39.99,0
2025-09-16,GADGET-MINI,6,24.99,0
2025-09-16,GADGET-PRO,17,49.99,0
2025-09-16,SCREEN-GUARD,9,12.99,0
2025-09-16,STAND-ALU,1,29.99,0
2025-09-16,STICKER-PACK,5,4.99,0
2025-09-16,WIDGET-BLUE,29,19.99,0
2025-09-16,WIDGET-RED,20,19.99,0
2025-09-17,CABLE-USBC,41,9.99,0
2025-09-17,CASE-CLEAR,7,14.99,0
2025-09-17,CHARGER-65W,11,39.99,0
2025-09-17,GADGET-MINI,7,24.99,0
2025-09-17,GADGET-PRO,16,49.99,0
2025-09-17,SCREEN-GUARD,9,12.99,1
2025-09-17,STAND-ALU,1,29.99,0
2025-09-17,WIDGET-BLUE,24,19.99,0
2025-09-17,WIDGET-RED,19,19.99,0
2025-09-18,CABLE-USBC,31,9.99,0
2025-09-18,CASE-CLEAR,15,14.99,0
2025-09-18,CHARGER-65W,5,39.99,0
2025-09-18,GADGET-MINI,15,24.99,0
2025-09-18,GADGET-PRO,26,49.99,0
2025-09-18,SCREEN-GUARD,6,12.99,0
2025-09-18,STAND-ALU,4,29.99,0
2025-09-18,STICKER-PACK,7,4.99,1
2025-09-18,WIDGET-BLUE,22,19.99,0
2025-09-18,WIDGET-RED,41,19.99,1
2025-09-19,CABLE-USBC,34,9.99,0
2025-09-19,CASE-CLEAR,3,14.99,0
2025-09-19,CHARGER-65W,14,39.99,0
2025-09-19,GADGET-MINI,5,24.99,0
2025-09-19,GADGET-PRO,20,49.99,0
2025-09-19,SCREEN-GUARD,4,12.99,0
2025-09-19,STICKER-PACK,1,4.99,0
2025-09-19,WIDGET-BLUE,34,19.99,0
2025-09-19,WIDGET-RED,22,19.99,0
2025-09-20,CABLE-USBC,35,9.99,0
2025-09-20,CASE-CLEAR,10,14.99,0
2025-09-20,CHARGER-65W,17,39.99,0
2025-09-20,GADGET-MINI,13,24.99,0
2025-09-20,GADGET-PRO,20,49.99,0
2025-09-20,SCREEN-GUARD,11,12.99,0
2025-09-20,STICKER-PACK,12,4.99,0
2025-09-20,WIDGET-BLUE,30,19.99,0
2025-09-20,WIDGET-RED,12,19.99,0
2025-09-21,CABLE-USBC,46,9.99,0
2025-09-21,CASE-CLEAR,5,14.99,0
2025-09-21,CHARGER-65W,12,39.99,0
2025-09-21,GADGET-MINI,37,24.99,1
2025-09-21,GADGET-PRO,37,49.99,1
2025-09-21,SCREEN-GUARD,9,12.99,0
2025-09-21,STAND-ALU,6,29.99,0
2025-09-21,STICKER-PACK,1,4.99,1
2025-09-21,WIDGET-BLUE,9,19.99,0
2025-09-21,WIDGET-RED,19,19.99,0
2025-09-22,CABLE-USBC,31,9.99,0
2025-09-22,CASE-CLEAR,8,14.99,1
2025-09-22,CHARGER-65W,29,39.99,1
2025-09-22,GADGET-MINI,7,24.99,0
2025-09-22,GADGET-PRO,10,49.99,0
2025-09-22,SCREEN-GUARD,9,12.99,0
2025-09-22,STAND-ALU,1,29.99,0
2025-09-22,STICKER-PACK,13,4.99,0
2025-09-22,WIDGET-BLUE,16,19.99,0
2025-09-22,WIDGET-RED,32,19.99,0
2025-09-23,CABLE-USBC,24,9.99,0
2025-09-23,CASE-CLEAR,7,14.99,0
2025-09-23,CHARGER-65W,13,39.99,0
2025-09-23,GADGET-MINI,8,24.99,0
2025-09-23,GADGET-PRO,14,49.99,0
2025-09-23,SCREEN-GUARD,9,12.99,0
2025-09-23,STAND-ALU,1,29.99,0
2025-09-23,STICKER-PACK,4,4.99,0
2025-09-23,WIDGET-BLUE,16,19.99,0
2025-09-23,WIDGET-RED,7,19.99,0
2025-09-24,CABLE-USBC,25,9.99,0
2025-09-24,CASE-CLEAR,2,14.99,0
2025-09-24,CHARGER-65W,15,39.99,0
2025-09-24,GADGET-MINI,7,24.99,0
2025-09-24,GADGET-PRO,18,49.99,0
2025-09-24,SCREEN-GUARD,9,12.99,0
2025-09-24,STAND-ALU,4,29.99,0
2025-09-24,WIDGET-BLUE,13,19.99,0
2025-09-24,WIDGET-RED,29,19.99,0
2025-09-25,CABLE-USBC,39,9.99,0
2025-09-25,CASE-CLEAR,1,14.99,0
2025-09-25,CHARGER-65W,17,39.99,0
2025-09-25,GADGET-MINI,5,24.99,0
2025-09-25,GADGET-PRO,10,49.99,0
2025-09-25,SCREEN-GUARD,1,12.99,0
2025-09-25,STAND-ALU,5,29.99,0
2025-09-25,STICKER-PACK,11,4.99,0
2025-09-25,WIDGET-BLUE,13,19.99,0
2025-09-25,WIDGET-RED,15,19.99,0
2025-09-26,CABLE-USBC,49,9.99,0
2025-09-26,CASE-CLEAR,1,14.99,1
2025-09-26,CHARGER-65W,11,39.99,0
2025-09-26,GADGET-MINI,5,24.99,0
2025-09-26,GADGET-PRO,20,49.99,0
2025-09-26,SCREEN-GUARD,4,12.99,0
2025-09-26,STAND-ALU,5,29.99,0
2025-09-26,STICKER-PACK,2,4.99,0
2025-09-26,WIDGET-BLUE,14,19.99,0
2025-09-26,WIDGET-RED,26,19.99,0
2025-09-27,CABLE-USBC,60,9.99,0
2025-09-27,CASE-CLEAR,7,14.99,0
2025-09-27,CHARGER-65W,22,39.99,0
2025-09-27,GADGET-MINI,11,24.99,0
2025-09-27,GADGET-PRO,17,49.99,0
2025-09-27,SCREEN-GUARD,3,12.99,0
2025-09-27,STAND-ALU,1,29.99,0
2025-09-27,STICKER-PACK,9,4.99,0
2025-09-27,WIDGET-BLUE,18,19.99,0
2025-09-27,WIDGET-RED,25,19.99,0
2025-09-28,CABLE-USBC,43,9.99,0
2025-09-28,CASE-CLEAR,6,14.99,0
2025-09-28,CHARGER-65W,13,39.99,0
2025-09-28,GADGET-MINI,9,24.99,0
2025-09-28,GADGET-PRO,37,49.99,0
2025-09-28,SCREEN-GUARD,2,12.99,0
2025-09-28,STAND-ALU,4,29.99,0
2025-09-28,STICKER-PACK,8,4.99,0
2025-09-28,WIDGET-BLUE,14,19.99,0
2025-09-28,WIDGET-RED,28,19.99,0
2025-09-29,CABLE-USBC,40,9.99,0
2025-09-29,CASE-CLEAR,1,14.99,0
2025-09-29,CHARGER-65W,6,39.99,0
2025-09-29,GADGET-MINI,6,24.99,0
2025-09-29,GADGET-PRO,21,49.99,0
2025-09-29,SCREEN-GUARD,5,12.99,0
2025-09-29,STAND-ALU,5,29.99,0
2025-09-29,STICKER-PACK,12,4.99,0
2025-09-29,WIDGET-BLUE,12,19.99,0
2025-09-29,WIDGET-RED,19,19.99,0
2025-09-30,CABLE-USBC,53,9.99,0
2025-09-30,CASE-CLEAR,8,14.99,0
2025-09-30,CHARGER-65W,13,39.99,0
2025-09-30,GADGET-MINI,8,24.99,0
2025-09-30,GADGET-PRO,22,49.99,0
2025-09-30,SCREEN-GUARD,5,12.99,0
2025-09-30,STAND-ALU,3,29.99,0
2025-09-30,STICKER-PACK,10,4.99,0
2025-09-30,WIDGET-BLUE,11,19.99,0
2025-09-30,WIDGET-RED,17,19.99,0
2025-10-01,CABLE-USBC,70,9.99,0
2025-10-01,CASE-CLEAR,18,14.99,0
2025-10-01,CHARGER-65W,11,39.99,0
2025-10-01,GADGET-MINI,12,24.99,0
2025-10-01,GADGET-PRO,9,49.99,0
2025-10-01,SCREEN-GUARD,7,12.99,0
2025-10-01,STICKER-PACK,1,4.99,0
2025-10-01,WIDGET-BLUE,19,19.99,0
2025-10-01,WIDGET-RED,24,19.99,0
2025-10-02,CABLE-USBC,77,9.99,0
2025-10-02,CASE-CLEAR,1,14.99,0
2025-10-02,CHARGER-65W,15,39.99,0
2025-10-02,GADGET-MINI,11,24.99,1
2025-10-02,GADGET-PRO,47,49.99,1
2025-10-02,SCREEN-GUARD,9,12.99,0
2025-10-02,STICKER-PACK,15,4.99,0
2025-10-02,WIDGET-BLUE,32,19.99,0
2025-10-02,WIDGET-RED,40,19.99,1
2025-10-03,CABLE-USBC,44,9.99,0
2025-10-03,CASE-CLEAR,6,14.99,0
2025-10-03,CHARGER-65W,7,39.99,0
2025-10-03,GADGET-MINI,2,24.99,0
2025-10-03,GADGET-PRO,11,49.99,0
2025-10-03,SCREEN-GUARD,2,12.99,0
2025-10-03,STAND-ALU,3,29.99,0
2025-10-03,STICKER-PACK,1,4.99,0
2025-10-03,WIDGET-BLUE,14,19.99,0
2025-10-03,WIDGET-RED,13,19.99,0
2025-10-04,CABLE-USBC,26,9.99,0
2025-10-04,CASE-CLEAR,2,14.99,0
2025-10-04,CHARGER-65W,13,39.99,0
2025-10-04,GADGET-MINI,5,24.99,0
2025-10-04,GADGET-PRO,9,49.99,0
2025-10-04,SCREEN-GUARD,6,12.99,0
2025-10-04,STAND-ALU,2,29.99,0
2025-10-04,STICKER-PACK,1,4.99,0
2025-10-04,WIDGET-BLUE,40,19.99,1
2025-10-04,WIDGET-RED,18,19.99,0
2025-10-05,CABLE-USBC,27,9.99,0
2025-10-05,CASE-CLEAR,19,14.99,0
2025-10-05,CHARGER-65W,13,39.99,0
2025-10-05,GADGET-MINI,10,24.99,0
2025-10-05,GADGET-PRO,14,49.99,0
2025-10-05,SCREEN-GUARD,16,12.99,0
2025-10-05,STAND-ALU,2,29.99,0
2025-10-05,STICKER-PACK,4,4.99,0
2025-10-05,WIDGET-BLUE,16,19.99,0
2025-10-05,WIDGET-RED,32,19.99,0
2025-10-06,CABLE-USBC,31,9.99,0
2025-10-06,CASE-CLEAR,8,14.99,0
2025-10-06,CHARGER-65W,13,39.99,0
2025-10-06,GADGET-MINI,13,24.99,0
2025-10-06,GADGET-PRO,13,49.99,0
2025-10-06,SCREEN-GUARD,5,12.99,0
2025-10-06,STICKER-PACK,5,4.99,0
2025-10-06,WIDGET-BLUE,12,19.99,0
2025-10-06,WIDGET-RED,20,19.99,0
2025-10-07,CABLE-USBC,49,9.99,0
2025-10-07,CASE-CLEAR,13,14.99,0
2025-10-07,CHARGER-65W,16,39.99,0
2025-10-07,GADGET-MINI,7,24.99,0
2025-10-07,GADGET-PRO,19,49.99,0
2025-10-07,SCREEN-GUARD,9,12.99,0
2025-10-07,STAND-ALU,1,29.99,0
2025-10-07,STICKER-PACK,2,4.99,0
2025-10-07,WIDGET-BLUE,10,19.99,0
2025-10-07,WIDGET-RED,24,19.99,0
2025-10-08,CABLE-USBC,33,9.99,0
2025-10-08,CASE-CLEAR,4,14.99,0
2025-10-08,CHARGER-65W,33,39.99,1
2025-10-08,GADGET-MINI,10,24.99,0
2025-10-08,GADGET-PRO,9,49.99,0
2025-10-08,SCREEN-GUARD,3,12.99,0
2025-10-08,STAND-ALU,3,29.99,0
2025-10-08,STICKER-PACK,2,4.99,0
2025-10-08,WIDGET-BLUE,26,19.99,0
2025-10-08,WIDGET-RED,26,19.99,0
2025-10-09,CABLE-USBC,54,9.99,0
2025-10-09,CASE-CLEAR,6,14.99,0
2025-10-09,CHARGER-65W,10,39.99,0
2025-10-09,GADGET-MINI,12,24.99,0
2025-10-09,GADGET-PRO,8,49.99,0
2025-10-09,SCREEN-GUARD,7,12.99,0
2025-10-09,STAND-ALU,4,29.99,0
2025-10-09,STICKER-PACK,2,4.99,0
2025-10-09,WIDGET-BLUE,20,19.99,0
2025-10-09,WIDGET-RED,21,19.99,0
2025-10-10,CABLE-USBC,32,9.99,0
2025-10-10,CASE-CLEAR,21,14.99,1
2025-10-10,CHARGER-65W,20,39.99,0
2025-10-10,GADGET-MINI,10,24.99,0
2025-10-10,GADGET-PRO,17,49.99,0
2025-10-10,SCREEN-GUARD,4,12.99,0
2025-10-10,STAND-ALU,4,29.99,0
2025-10-10,STICKER-PACK,7,4.99,0
2025-10-10,WIDGET-BLUE,14,19.99,0
2025-10-10,WIDGET-RED,20,19.99,0
2025-10-11,CABLE-USBC,48,9.99,0
2025-10-11,CASE-CLEAR,8,14.99,1
2025-10-11,CHARGER-65W,18,39.99,1
2025-10-11,GADGET-MINI,14,24.99,0
2025-10-11,GADGET-PRO,24,49.99,0
2025-10-11,SCREEN-GUARD,7,12.99,0
2025-10-11,STAND-ALU,2,29.99,0
2025-10-11,STICKER-PACK,2,4.99,0
2025-10-11,WIDGET-BLUE,13,19.99,0
2025-10-11,WIDGET-RED,22,19.99,0
2025-10-12,CABLE-USBC,44,9.99,0
2025-10-12,CASE-CLEAR,12,14.99,0
2025-10-12,CHARGER-65W,18,39.99,0
2025-10-12,GADGET-MINI,16,24.99,0
2025-10-12,GADGET-PRO,7,49.99,0
2025-10-12,SCREEN-GUARD,6,12.99,1
2025-10-12,STAND-ALU,4,29.99,0
2025-10-12,STICKER-PACK,7,4.99,0
2025-10-12,WIDGET-BLUE,14,19.99,0
2025-10-12,WIDGET-RED,32,19.99,0
2025-10-13,CABLE-USBC,32,9.99,0
2025-10-13,CASE-CLEAR,5,14.99,0
2025-10-13,CHARGER-65W,15,39.99,0
2025-10-13,GADGET-MINI,3,24.99,0
2025-10-13,GADGET-PRO,12,49.99,0
2025-10-13,SCREEN-GUARD,7,12.99,0
2025-10-13,STICKER-PACK,2,4.99,0
2025-10-13,WIDGET-BLUE,14,19.99,0
2025-10-13,WIDGET-RED,18,19.99,0
2025-10-14,CABLE-USBC,33,9.99,0
2025-10-14,CASE-CLEAR,6,14.99,0
2025-10-14,CHARGER-65W,17,39.99,0
2025-10-14,GADGET-MINI,7,24.99,0
2025-10-14,GADGET-PRO,16,49.99,0
2025-10-14,SCREEN-GUARD,3,12.99,0
2025-10-14,STAND-ALU,3,29.99,0
2025-10-14,STICKER-PACK,4,4.99,0
2025-10-14,WIDGET-BLUE,19,19.99,0
2025-10-14,WIDGET-RED,27,19.99,0
2025-10-15,CABLE-USBC,63,9.99,0
2025-10-15,CASE-CLEAR,14,14.99,0
2025-10-15,CHARGER-65W,23,39.99,0
